,UID,about,category,checkins,cover,description,emails,id,latitude,link,located_in,longitude,page_token,phone,picture,street,website
91,181,"WE ARE LOCATED ON THE WAY TO ANO MERA, UNDER THE KALAMMMAKIA GRILL HOUSE. MONDAY TO FRIDAY 4:30-5:30 BJJ FOR KIDS MONDAY TO FRIDAY 5:30-7:00 BJJ FOR ADULTS",Amateur Sports Team,18,https://scontent.xx.fbcdn.net/v/t1.0-9/11742747_943784455680469_5234357354799825307_n.jpg?oh=a09053e354d647697f34796050853836&oe=5B09CA47,"Brazilian Jiu-Jitsu emphasizes taking an opponent to the ground and utilizing ground fighting techniques and submission holds involving joint-locks and chokeholds also found in numerous other arts with or without ground fighting emphasis. The premise is that most of the advantage of a larger, stronger opponent comes from superior reach and more powerful strikes, both of which are somewhat negated when grappling on the ground. BJJ permits a wide variety of techniques to take the fight to the ground after taking a grip. Once the opponent is on the ground, a number of maneuvers (and counter-maneuvers) are available to manipulate the opponent into a suitable position for the application of a submission technique. Achieving a dominant position on the ground is one of the hallmarks of the BJJ style, and includes effective use of the guard position to defend oneself from bottom, and passing the guard to dominate from top position with side control, mount, and back mount positions. This system of maneuvering and manipulation can be likened to a form of kinetic chess when utilized by two experienced practitioners. A submission hold is the equivalent of checkmate in the sport, reflecting a disadvantage which would be extremely difficult to overcome in a fight (such as a dislocated joint or unconsciousness).",,165518390173750.0,,https://www.facebook.com/MykonosBrazilianJiuJitsu/,,,MykonosBrazilianJiuJitsu,6946-838082 Yiannis Bloutis,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/22050381_1605083842883857_6921300479655717798_n.jpg?oh=e7cbeafdef965bba52820746892fc1a5&oe=5B3C7006,super paradise,https://www.facebook.com/yiannis.bloutis
92,566,Κέντρο Εκπαίδευσης Πολεμικών Τεχνών Tang Soo Do Haedong Kumdo F.C.S.-Kali Muay Thai Acrobatics Pilates CrossTrainning Personal Burn Fat,Martial Arts School,361,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/21761948_672270646299229_5295512452797119151_n.jpg?oh=0ddeb0cfec9736c186cbc8c88cd50f85&oe=5B360719,,atrapos7chris@yahoo.com,166315650228067.0,37.9618378,https://www.facebook.com/atraposmartialartscenter/,,23.6755772,atraposmartialartscenter,3.02e+23,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11949412_386461561546807_4773190946874829270_n.jpg?oh=f01bb2c893a1ae47e526cc4cdfa2c786&oe=5B4D5343,Παλαιολόγου Κωνσταντίνου 10(Πλατεία Αγ.Ι.Ρέντη),http://www.atraposmartialarts.gr
93,367,"Μάρκου Μπότσαρη 109 132 31 Petroúpolis, Greece 210 5062738",Sports Club,173,https://scontent.xx.fbcdn.net/v/t31.0-0/p480x480/22555569_1545327202230862_1428852456912078042_o.jpg?_nc_cat=0&oh=cb113ced9736c39277ad2474795ecb6d&oe=5BA85083,"Ο Αθλητικός Σύλλογος Οδυσσέας ιδρύθηκε το 1997 και μέχρι το 2003 είχε έδρα το Περιστέρι Αττικής. Σε μία προσπάθεια βελτίωσης και ανάπτυξης μεταφερθήκαμε σε έναν πολύ όμορφο χώρο στην διεύθυνση: Μάρκου Μπότσαρη 109 στην Πετρούπολη. Σήμερα στο δυναμικό του έχει πολλούς αθλητές που ασχολούνται συστηματικά με το άθλημα του ΚΑΡΑΤΕ. Είναι αναγνωρισμένος από την Γενική Γραμματεία Αθλητισμού (Γ.Γ.Α) και μέλος της Ελληνικής Ομοσπονδίας Καράτε (ΕΛ.Ο.Κ) Στηρίζει τον πρωταθλητισμό και συμμετέχει σε όλα τα αναγνωρισμένα πρωταθλήματα, έχει ήδη στο δυναμικό του πολλούς αθλητές, με Πανελλήνιες, Βαλκανικές, Μεσογειακές, Ευρωπαϊκές αλλά και Παγκόσμιες διακρίσεις. Το σύστημα το οποίο διδάσκεται είναι το SHITO RYU. Τα αποτελέσματα πραγματικά εντυπωσιάζουν και αυτό οφείλετε κυρίως στην σωστή τακτική που ακολουθείται από τους προπονητές και τα μέλη του Δ.Σ. Εκπαιδευτές: Ξένος Νεκτάριος (Μαύρη ζώνη 4 dan στο Okinawa και Shito Ryu,3 dan στο sport Karate της ΕΛΟΚ,1 dan στο Kajukenbo) και Σουμπασάκη Μαρίζα (Μαύρη ζώνη 4 dan στο Shito Ryu και Okinawa,3 dan στο sport Karate της ΕΛΟΚ,1 dan στο Kajukenbo)",asodysseas@yahoo.gr,167082360055360.0,38.0369395,https://www.facebook.com/ΑΣ-Καράτε-ΟΔΥΣΣΕΑΣ-Karate-Club-ODYSSEAS-167082360055360/,,23.6813781,ΑΣ-Καράτε-ΟΔΥΣΣΕΑΣ-Karate-Club-ODYSSEAS-167082360055360,2105062738,https://scontent.xx.fbcdn.net/v/t1.0-1/c62.4.444.444/s50x50/393533_167082900055306_437241048_n.jpg?_nc_cat=0&oh=f9ace54a86c1909e7a263c0ac1625635&oe=5BEA08C2,Μάρκου Μπότσαρη 109,http://www.asodysseas.gr
94,1229,Descend with us into Homer’s fabled wine dark sea. Our dive center offers daily guided scuba-diving boat excursions to over 50 different dive sites.,Scuba Diving Center,1916,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/887590_905477092828152_4032241604498341905_o.jpg?oh=b65eec1cd9858ba1502f88ec814715fa&oe=5B4D5B20,"Deutsch folgt unten Το κέντρο μας, είναι παροχέας καταδυτικών υπηρεσιών αναγνωρισμένος από το ΥΕΝ (# αδ. 143 ), με αντικείμενο την Εκπαίδευση Αυτοδυτών όλων των βαθμίδων, την Οργανωμένη – Καθοδηγούμενη Κατάδυση και την Εκμίσθωση Καταδυτικού Εξοπλισμού. Επιπλέον, το κέντρο καταδύσεων Planet Blue είναι πιστοποιημένο από τον Γαλλικό Νηογνώμονα Bureau Veritas, σύμφωνα με τα ευρωπαϊκά πρότυπα ΕΝ 14467. Παρέχουμε κάθε είδους υπηρεσία στους τομείς της Aυτόνομης Kατάδυσης Aναψυχής και του Technical Diving, σε συνεργασία με τους οργανισμούς καταδύσεων SSI, PADI. Τα μαθήματα διεξάγονται σε τμήματα που αποτελούνται από ένα έως και έξι άτομα ανά εκπαιδευτή, στην ελληνική ή την αγγλική γλώσσα. Το πεδίο καταδύσεων του καταδυτικού μας κέντρου περιλαμβάνει τους ύφαλους και τα ναυάγια της Μακρονήσου, του Σουνίου και των γύρω νησιών. Για τους εκπαιδευμένους αυτοδύτες οργανώνονται καθημερινώς εξορμήσεις και σε πιο μακρινούς καταδυτικούς προορισμούς, με γνώμονα το ανεξάντλητο προσωπικό αρχείο του Κώστα Θωκταρίδη. ------------------- Die Tauchbasis Planet Blue wurde von Kostas Thoctarides gegründet und bietet Ausbildung für alle Tauchstufen, begleitete Tauchausflüge und die Vermietung von Tauchequipment an. Die Tauchbasis ist ein von den griechischen Behörden (Lizenznummer 143) und dem Bureau Veritas zertifizierter Dienstleister (nach dem europäischen Standard EN 14467) für Tauchservices und Aktivitäten. Angefangen von den Stufen Try Scuba und Open Water Diver bis hin zum fortgeschrittenen Bereich des technischen Tauchens mit Mischgasen, bietet es in Verbindung mit den Tauchverbänden SSI und PADI Tauchausbildung und –kurse an. Unsere Tauchplätze sind die Riffe und Wracks rund um die Insel Makronisos, dem Cap Sounio und den umliegenden kleinen Inseln.",info@planetblue.gr (für de: deutsch@planetblue.gr),167111646664704.0,37.7046604,https://www.facebook.com/planetbluedivingcenter/,,24.05454355,planetbluedivingcenter,#ERROR!,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/163338_515781311797734_1406452877_n.jpg?oh=8486235fc4b954df3b6e63185a470499&oe=5B032F5E,"Perdikas, Lavreotoki, Griechenland",www.planetblue.gr
95,1147,The Official European Headquarters of Northern Eagle claw Kung Fu and Wu Style tai chi chuan in Greece. Under the instruction of master Gregory Vasilakis,"Stadium, Arena & Sports Venue",130,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/28424078_1009998375817896_7006024317780450285_o.jpg?oh=931c594619c3f957221254d52999d8b9&oe=5B41BC2C,,europeanyingjowpai@yahoo.gr,167453240072418.0,37.97098368,https://www.facebook.com/yingjowpaigreece/,,23.62142329,yingjowpaigreece,2104111021,https://scontent.xx.fbcdn.net/v/t1.0-1/c110.37.458.458/s50x50/522511_167453390072403_2008639660_n.jpg?oh=1e303960c5ba09d339f7d37b0757316f&oe=5B4A4821,ΛΑΜΠΡΑΚΗ ΓΡΗΓΟΡΙΟΥ 415 ΚΕΡΑΤΣΙΝΙ,"http://yingjowpai.gr , http://kungfu.com.gr"
96,1764,"If we practice the science of yoga without fail, we will then attain physical, mental and spiritual happiness, and our minds will flood toward the Self.",Yoga Studio,4,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/28278996_861371824071552_6973270928434251393_n.jpg?oh=19f0f4f1c2b7dcabee417d1138dd005c&oe=5B002A37,"Μαθήματα Αστάνγκα γιόγκα. Το οχταπλό μονοπάτι προς της απελευθέρωση. Ένα εργαλείο για σωματική και ψυχική υγεία κατάλληλο για όλους! Υπηρεσίες Αγιουρβεδικής μάλλαξης για την θεραπεία σώματικών, συναισθηματικών και νοητικών εντάσεων.",katarizou@gmail.com,170208779854530.0,38.02564648,https://www.facebook.com/ashtangayoga.halandri/,,23.82309099,ashtangayoga.halandri,,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/10269592_235188850023189_8445594276937145502_n.jpg?oh=41c8c4d1ddd4c92e884b9a58d3a7b905&oe=5B02B29A,"Μεταμορφώσεως 51, Χαλάνδρι",http://katerinazougrou.wix.com/ashtangayogahalandri
97,1906,"Βακχυλίδου και Αλκαιου 31, ΙλίσσιαΤηλ. 2107717652 - 2107706291",Education,120,https://scontent.xx.fbcdn.net/v/t31.0-8/q88/s720x720/10679955_499544086849255_8385838546748392637_o.jpg?_nc_cat=0&oh=72be9df3f2e79d94318a3caba1f6c0ce&oe=5BA941C3,"Σχολή Μπαλέτου Λειτουργούν τα εξής τμήματα: Ρυθμικής Κλασσικού Μπαλέτου Μοντέρνου Χορού Zummba (για ενήλικες) Zumba kids (παιδικό τμήμα) Χορευτική Γυμναστική (barre a terre) ΝΕΟ ΠΡΟΓΡΑΜΜΑ! Κλασικό-Σύγχρονο- Χορευτική Γυμναστική- Ζούμπα Zumba: Δευτ. 20.00-21.00 Τετ. 20.30-21.30, Παρ. 20.00-21.00 Baby Zumba: Παρ. 18.00-18.45 Χορευτική Γυμναστική (barre a terre): Τρ. & Πεμ. 20.30-21.30, Κυρ. 12.00-13.00 ΤΜΗΜΑΤΑ ΜΠΑΛΕΤΟΥ Νηπίων: Δευτ. & Τετ. (απογευματινές ώρες) Αρχαρίων: Δευτ. & Τετ.(απογευματινές ώρες) Προχωρημένων: Τρ. & Πεμ. (απογευματινές ώρες), Σαβ. 10.30-12.30 ΤΜΗΜΑΤΑ ΣΥΓΧΡΟΝΟΥ Αρχαρίων: Πεμ. 18.30-19.30 Προχωρημένων: Πεμ. 19.30-20.30 Τηλ. Επικοινωνίας: 210-7706291",,170953796374954.0,37.98076953,https://www.facebook.com/SxoliMpaletouGogoStauropoulou/,,23.75354139,SxoliMpaletouGogoStauropoulou,2107717652,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/35496570_1208152419321748_3912173065819127808_n.jpg?_nc_cat=0&oh=4ccfe7358dfa205d017757a03a786c66&oe=5BA656F7,Alkaiou 31,
98,71,"KSOT is an educational institute offering a 3-year course, free of tuition fees, operating under the supervision of the Ministry of Culture.",College & University,2686,https://scontent.xx.fbcdn.net/v/t1.0-9/q84/s720x720/27540232_1336002356529857_90316698827657705_n.jpg?oh=1787b893d678e3f97cd000ba2cf66acc&oe=5B0455AC,"Koula Pratsika is the founder of the first Professional School of Orchessis in Greece, in 1937. In 1973, the great teacher and innovative artist retired and conferred the School to the Hellenic State. Thus begins the State School of Dance, whose founder would be very proud today, as most of the professional dancers today in Greece come have studied in the School. Aiming to constantly renew its activities, the State School of Dance has been an exemplary educational institute and a center for the arts, bearing international status and credibility. Due to the School’s profile, the students are always up to date with the current trends while they also have the ability to work with significant creators from around the world, either inside the classroom or on stage. Having a curriculum that is constantly being renewed, a student exchange program in cooperation with foreign dance schools, the Open Studio institution as well as professional performances for the public by the Hellenic Dane Company, the National School of Dance is building the future of Greek dance, today.",info@ksot.gr,170988356364602.0,37.98089,https://www.facebook.com/nationalschoolofdance/,,23.73829,nationalschoolofdance,"210 36 12 263, 210 36 24 249",https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/27459517_1336001169863309_3699481455057774248_n.jpg?oh=12ca17fcf3e3844cbfd4641201e02072&oe=5B494AE9,"57, Omirou Str",http://en.ksot.gr/
99,815,ΕΠΙΣΗΜΗ ΣΕΛΙΔΑ ΣΤΟ FACE BOOK,Gym/Physical Fitness Center,590,https://scontent.xx.fbcdn.net/v/t1.0-9/26113826_1513636118751498_2840341387174521177_n.jpg?_nc_cat=0&oh=bba88b2add4f86556154871ea775f282&oe=5BAC5BB4,ΣΤΟ ΧΩΡΟ ΜΑΣ ΛΕΙΤΟΥΡΓΕΙ: ΣΑΟΥΝΑ- ΥΔΡΟΜΑΣΑΖ - SOLARIUM - ΛΙΠΟΜΕΤΡΗΣΗ - ΠΛΑΤΦΟΡΜΑ ΑΜΦΙΠΛΕΥΡΗΣ ΔΟΝΗΣΗΣ.,athleticshape@gmail.com,172889199492870.0,38.0125084,https://www.facebook.com/ATHLETIC-SHAPE-172889199492870/,,23.7551746,ATHLETIC-SHAPE-172889199492870,2102932781,https://scontent.xx.fbcdn.net/v/t1.0-1/c31.0.50.50/p50x50/10006999_539755709472882_1126757270_n.jpg?_nc_cat=0&oh=4ed46e723ad0a3b18fa325d13eea4329&oe=5BEAFFDE,ΒΕΙΚΟΥ&ΣΥΡΟΥ 5,http://www.siga.gr/gymnastiria - http://onbusinessbook.com/entry.php?eid=907456
100,172,Η λέσχη καράτε Budokan είναι το παλαιότερο σωματείο καράτε στη βόρειο Ελλάδα. Ιδρύθηκε το 1975 απο τον δάσκαλο Σταύρο Σταυριανίδη,Martial Arts School,75,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25182378_699530926904894_762454107150317874_o.jpg?oh=a68705ee29eda0267d60b4dc1993979c&oe=5B076180,"Η λέσχη καράτε Budokan είναι το παλαιότερο σωματείο καράτε στη βόρειο Ελλάδα. Ιδρύθηκε το 1975 από τον δάσκαλο Σταύρο Σταυριανίδη Η μέθοδος καράτε που διδάσκετε στη λέσχη είναι το shotokai egami ryu karate do. Παράλληλα διδάσκετε Yamani ryu Bo-jutsu(μακρύ κοντάρι) καθώς και Goshin jutsu (αυτοάμυνα) μια πλήρης μέθοδος που αναπτύχθηκε από τον δάσκαλο Σταύρο Σταυριανίδη μετά από 48 χρόνια εμπειρίας. Καινοτομία είναι τα 3 ενεργειακά kata που δημιούργησε ο δάσκαλος Σταύρος Σταυριανίδης, εκ των οποίων τα δύο είναι εστιασμένα στο στοιχείο του νερού και πιο συγκεκριμένα στα θαλάσσια κύματα και είναι τα ακόλουθα: Thalassa & Oceanos και το 3ο το οποίο είναι εστιασμένο στα στοιχεία της φωτιάς και του αέρα, το Apiron",info@egamiryu.com,173180859539906.0,40.26957,https://www.facebook.com/Budokan/,,22.50533,Budokan,23510 21470,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/20953791_656974891160498_388224516050384259_n.jpg?oh=007dce760fd3ce7b94862ef78756e29d&oe=5B41F50F,antigonou 11,http://shotokai.gr http://egamiryu.com
101,105,"Shinkendo Samurai Swordsmanship, Toyama-Ryu and Bojutsu. Located on the border of Gazi and Kato Petralona.",Martial Arts School,122,https://scontent.xx.fbcdn.net/v/t31.0-0/p480x480/18278200_1413005372080799_4535481260337151527_o.jpg?oh=16d59b213aa2a4a69f6f1a3ce5a9e37b&oe=5B417ADF,"Το Shinkendo Athens είναι αφιερωμένο στη διδασκαλία της αυθεντικής τέχνης του σπαθιού των Σάμουραϊ και του Bojutsu (κοντάρι), με μαθήματα στην κύρια έδρα μας στα Κ. Πετράλωνα, διεύθυνση Ηούς 23, στα σύνορα με το Γκάζι, μόλις 3 λέπτα με αυτοκίνητο από την Ομόνοια. Οι μαθητές του Shinkendo μαθαίνουν αληθινές, πρακτικές και θετικές μεθόδους του Ιαπωνικού σπαθιού, πού έχουν χρησιμοποιηθεί από τους Σαμουράι στο πεδίο της μάχης. Επίσης, οι μαθητές μας μαθαίνουν για την ιστορία και τους παραδοσιακούς τρόπους και την φιλοσοφία των Σαμουράι, το Budo/Bushido. Οι υποψήφιοι μαθητές θα πρέπει να είναι άνω των 13 ετών. Για περισσότερες πληροφορίες επισκευθείτε την σελίδα μας www.Shinkendo.gr Επίσης υπάρχει παράρτημα Shinkendo στο Βόλο και στη Χαλκίδα! Κάνετε κλικ εδώ να δείτε την σελίδα του Shinkendo Volos Study Group στο Facebook: https://www.facebook.com/ShinkendoVolosStudyGroup?fref=ts Κάνετε κλικ εδώ να μπείτε στην ιστοσελίδα του Shinkendo Volos Study Group. http://shinkendovolos.blogspot.gr/p/blog-page_6524.html Κάνετε κλικ εδώ να δείτε την σελίδα του Shinkendo Chalkida Study Group στο Facebook: https://www.facebook.com/ShinkendoChalkidaStudyGroup?ref=ts&fref=ts _______________________________________________________ Shinkendo-Athens and the International Shinkendo Federation (I.S.F.) are dedicated to the study of authentic Samurai Swordsmanship and Bojutsu (long staff). Classes take place at our main dojo in Kato Petralona at the border of Gazi. Shinkendo students learn practical, real combat sword techniques passed down from centuries of battle-tested methods, as well as the history and traditions of the Samurai. If you are interested to participate in our classes you must be older than 13 years. For more information visit out website www.Shinkendo.com Shinkendo classes are now also available in Volos and Chalkida! Click here to visit the Shinkendo Volos Study Group Facebook page. https://www.facebook.com/ShinkendoVolosStudyGroup Click here to visit the Shinkendo Volos Study Group webpage. http://shinkendovolos.blogspot.gr/p/blog-page_6524.html Click here to visit the Shinkendo Chalkida Study Group Facebook page: https://www.facebook.com/ShinkendoChalkidaStudyGroup?ref=ts&fref=ts",shinkendoathens@gmail.com,175102675871081.0,37.9722529,https://www.facebook.com/ShinkendoAthens/,,23.7090907,ShinkendoAthens,697 303 0946,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21730913_1547419405306061_5857980451756951923_n.jpg?oh=a316b41b1cf2261dcf74f8f6cf02a1c1&oe=5B035133,Ηούς 23 / Ious 23,www.shinkendo.gr
102,712,"Foshan Wing Chun Kung Fu, Kwok Fu line , Αυτοαμυνα",Martial Arts School,29,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/26112050_975605265922974_7983748196253628163_n.jpg?oh=88586a010602c8a074c2f0595cae3e65&oe=5B43C45E,"Foshan Wing Chun Kung Fu, Kwok Fu line , Αυτοαμυνα",,178575802292595.0,38.07803626,https://www.facebook.com/WingChunKungFuPBrebos/,,23.70095372,WingChunKungFuPBrebos,6972858859,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/15241736_735972113219625_7540863331884237869_n.png?oh=36212a4e7503995b34f04f74da698b75&oe=5B03B579,Λ Φυλης 160,http://www.wingchunkf.gr/index.php/el/
103,636,,Martial Arts School,105,https://scontent.xx.fbcdn.net/v/t1.0-9/14572207_1200122213378318_7596018396126096638_n.jpg?oh=72e92bad44ef0b366c46fa53a4759969&oe=5B445B0B,"Το KRAV MAGA είναι ένα σύστημα πρακτικής αυτοάμυνας και τακτικών μάχης, το οποίο εξειδικεύεται στο πώς να αποφεύγονται, να αντιμετωπίζονται και να ξεπερνώνται όλων των ειδών οι επιθέσεις και η βία. Με αυτήν την έννοια δεν ανταγωνίζεται καμμία από τις υπάρχουσες πολεμικές τέχνες. Tο Κραβ Μαγκά προετοιμάζει τους εκπαιδευόμενους στα αντικείμενα της αυτοάμυνας και αυτοπροστασίας, στις ικανότητες της συμπλοκής και της αναμέτρησης σώμα με σώμα, όπως επίσης και στην ικανότητα να υπερασπίζονται άλλους, με έναν μοναδικό και κατανοητό τρόπο διδασκαλιών. To Kραβ Μαγκά είναι ένα σύστημα εύκολο όχι μόνο να το μάθει κάποιος αλλά και να το διατηρήσει και να το εφαρμόσει φυσικά, ενστικτωδώς και πρακτικά, κάτω από συνθήκες έντασης και πίεσης, αφού στηρίζεται στις φυσικές αντιδράσεις του ανθρώπου.Είναι ιδανικό για άντρες και γυναίκες ανεξαρτήτου ηλικίας και φυσικής κατάστασης.Επίσης το krav maga μπορεί να προσφέρει πληθώρα τεχνικών και τακτικών στα σώματα ασφαλείας έτσι ώστε να μπορούν να επιχειρούν σε οποιαδήποτε κατάσταση χωρίς να είναι απαραίτητη η χρήση του όπλου παίρνοντας υπόψιν το νομικό πλαίσιο της χώρας μας.",paris_sam91@hotmail.com,180363605354189.0,37.9978667,https://www.facebook.com/kravmagaaigaleo/,,23.6823307,kravmagaaigaleo,6949651503,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/538633_354121477978400_490347297_n.jpg?oh=6750759d2e5034f5fcf571761fcd1b17&oe=5B071A1B,Σουλίου και Χανίων 1,http://www.combatkravmaga.gr/
104,342,ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΟΡΕΑΤΙΚΕΣ ΠΟΛΕΜΙΚΕΣ ΤΕΧΝΕΣ,Sports & Fitness Instruction,1941,https://scontent.xx.fbcdn.net/v/t1.0-0/q83/p180x540/30727278_1830299440353868_7930766221413187584_o.jpg?_nc_cat=0&oh=a8604891eeac7764be73fbb777ec07bc&oe=5BB6964F,TAE KWON DO (ΟΛΥΜΠΙΑΚΟ ΑΘΛΗΜΑ) WTF HWAL MOO DO,,181863531864142.0,37.9264126,https://www.facebook.com/ΑΣ-ΩΡΙΩΝ-181863531864142/,,23.7393936,ΑΣ-ΩΡΙΩΝ-181863531864142,2.11e+19,https://scontent.xx.fbcdn.net/v/t1.0-1/c2.0.50.50/p50x50/12039255_1007215729328914_3874133523783376488_n.jpg?_nc_cat=0&oh=4f0b593a4599746adeb5ae848ba09290&oe=5BEA21F4,Μεσολογγίου 20 Άλιμος,http://www.asorion.gr
105,247,"Athen's 1st full-time martial arts facility catering to all ages & levels. Run by Coach George Moustakis and Stauros Exakoustidis. Muay Thai, Kick Boxing, Grappling, Boxing, Pilates, TRX~Cross Training!",Sports,161,https://scontent.xx.fbcdn.net/v/t31.0-0/p480x480/22859765_527725797579956_6178662080269714242_o.jpg?oh=d28b11e3b798fe4a51ebc9e24fbeb92f&oe=5B3ABF7F,,xfightworld@gmail.com,183200895365783.0,37.96716,https://www.facebook.com/XFightNation/,,23.70645,XFightNation,2103465653,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/8205_216064758746063_3452448955290569650_n.jpg?oh=9465881dd32fe538d6f3566807a31dbe&oe=5B441669,Αθηνοδωρου 19,
106,1250,πολεμικές τέχνες Πεύκη Λυκόβρυση Μαρούσι Κηφισιά Νέα Ερυθραία Βόρεια προάστεια,Martial Arts School,8,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/548327_377924778896016_1843308666_n.jpg?oh=792906bbaba75822e4ca8433ee26d3d2&oe=5B3DCF43,"Αικίντο στα Βόρεια προάστεια - Kodokan Aikido dojo Καθημερινά μαθήματα Aikido πρωινά - απογευματινά - βραδυνά και Σάββατο - παιδικό Aikido κιν. 6972311083 Υπεύθυνος εκπαιδευτής για το τμήμα Aikido: Γρηγοράκης Ευάγγελος Fukushidoin- Nidan Aikiκai Υπό την επίβλεψη του Sensei Γ. Κολιόπουλου 6th Dan Aikikai, Chief Instructor HELLENIC AIKIDO AIKIKAI (HAA) http://hellenicaikidolykovrisi.blogspot.com/ άρθρα, βίντεο , σεμινάρια, πληροφορίες ώρες μαθημάτων Αikido",haakodokan@hotmail.com,187074721314357.0,38.0731725,https://www.facebook.com/aikidoarts.gr/,,23.7908587,aikidoarts.gr,6972311083,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.11.50.50/p50x50/1526984_690126221009202_1578164361_n.jpg?oh=663f2970819475dc4d5bcdcad0f2e36a&oe=5B38F550,Chanion 1,http://www.aikidoarts.gr/
107,1392,Σχολή Παραδοσιακών Πολεμικών Τεχνών,Gym/Physical Fitness Center,515,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/31960578_1950775288274249_3279812846006829056_o.jpg?_nc_cat=0&oh=2e1be2bd0d1ea54186651a64caee6253&oe=5BE2AB66,Σχολή Παραδοσιακών Πολεμικών Τεχνών,info@faethondojo.gr,188676331150829.0,40.65267596,https://www.facebook.com/faethondojo/,,22.94188857,faethondojo,6972023688,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/27545001_1851109434907502_2941330814060645239_n.jpg?_nc_cat=0&oh=54dcbb028d3f69d070917bb42e1523c4&oe=5BDF3581,Ελ. Βενιζέλου 91,http://www.faethondojo.gr
108,178,Δραστηριότητες Συλλόγου: AIKIDO,Arts & Entertainment,36,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/1272708_198606843652983_1752632707_o.jpg?oh=bd650ee520430de4e69269c5620d39da&oe=5B03C50C,"AIKIDO Το Αϊκίντο είναι μια ιαπωνική πολεμική τέχνη που ιδρύθηκε στις αρχές του 20ου αιώνα από τον Δάσκαλο Morihei Ueshiba. Είναι ένα απόσταγμα αμυντικών κινήσεων που προήλθαν από τέχνες σπαθιού και κονταριού. Το Αϊκίντο, είναι μια τέχνη υψηλής αισθητικής με έμφαση στην εκμάθηση της εναρμόνισης. Είναι ένας τρόπος ενδυνάμωσης του μυαλού και του σώματος με απώτερο σκοπό την καλλιέργεια και ολοκλήρωση του ατόμου. Η τεχνική βάση του περιλαμβάνει εξάσκηση σε τεχνικές ακινητοποίησης, ρίψεων και λαβών, εμπλουτισμένο με την εκπαίδευση στα παραδοσιακά ιαπωνικά όπλα.",iaklytr@gmail.com,189235841256750.0,38.44198478,https://www.facebook.com/aikidolevadia/,,22.88476825,aikidolevadia,306974323458,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12495000_537005766479754_3568331405898208506_n.jpg?oh=e7569d4557ebf30544d5958492335875&oe=5B080D3B,Θεσπιών & Αριστοφάνους,http://www.inochikan.com
109,1591,,"Stadium, Arena & Sports Venue",0,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11269490_989025097797430_8779118327681775592_n.jpg?oh=fa3d2aa4f34122c2351a74321aea300b&oe=5B03F453,,weider0@otenet.gr,189480951085186.0,,https://www.facebook.com/JoeWeiderGyms/,,,JoeWeiderGyms,210 3389115,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11268912_989024294464177_415160242707670571_n.jpg?oh=bf640dbe116a7c78f95a6a1c56d88b64&oe=5B02EE23,Ακαδημίας 32 Κεντρικά Γραφεία,http://www.joeweider.gr
110,253,TAEKWONDO --- ΡΥΘΜΙΚΗ,"Stadium, Arena & Sports Venue",317,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/16463817_323109331418928_9133380737529520775_o.jpg?oh=73cbf7b85b6ad904b991f2c660f02451&oe=5B0BB40B,210 993 40 40,,189598418103354.0,37.9515139,https://www.facebook.com/vpanagiotopoulos/,,23.7127817,vpanagiotopoulos,2109334040,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/13509141_201240646939131_5549094368381785360_n.jpg?oh=9080b55773e981723870470d452924f2&oe=5B0C0038,ΘΥΑΤΕΙΡΩΝ 9,http://www.askynaigeiros.gr/
